timestamp_ms,t_s,z_m,wake_label
1634583072018,51.8,0.01,0
1634583072218,52.0,0.007,0
1634583072418,52.2,0.002,0
1634583072618,52.4,-0.004,0
1634583072818,52.6,-0.009,0
1634583073018,52.8,-0.013,0
1634583073218,53.0,-0.015,0
1634583073418,53.2,-0.015,0
1634583073618,53.4,-0.01,0
1634583073818,53.6,-0.003,0
1634583074018,53.8,0.005,0
1634583074218,54.0,0.012,0
1634583074418,54.2,0.016,0
1634583074618,54.4,0.015,0
1634583074818,54.6,0.01,0
1634583075018,54.8,0.001,0
1634583075218,55.0,-0.008,0
1634583075418,55.2,-0.013,0
1634583075618,55.4,-0.012,0
1634583075818,55.6,-0.004,0
1634583076018,55.8,0.006,0
1634583076218,56.0,0.017,0
1634583076418,56.2,0.026,0
1634583076618,56.4,0.035,0
1634583076818,56.6,0.04,0
1634583077018,56.8,0.04,0
1634583077218,57.0,0.033,0
1634583077418,57.2,0.021,0
1634583077618,57.4,0.009,0
1634583077818,57.6,0.0,0
1634583078018,57.8,-0.005,0
1634583078218,58.0,-0.008,0
1634583078418,58.2,-0.013,0
1634583078618,58.4,-0.019,0
1634583078818,58.6,-0.028,0
1634583079018,58.8,-0.036,0
1634583079218,59.0,-0.042,0
1634583079418,59.2,-0.043,0
1634583079618,59.4,-0.036,0
1634583079818,59.6,-0.023,0
1634583080018,59.8,-0.009,0
1634583080218,60.0,0.0,0
1634583080418,60.2,0.0,0
1634583080618,60.4,-0.006,0
1634583080818,60.6,-0.011,0
1634583081018,60.8,-0.01,0
1634583081218,61.0,-0.006,0
1634583081418,61.2,-0.004,0
1634583081618,61.4,-0.007,0
1634583081818,61.6,-0.015,0
1634583082018,61.8,-0.02,0
1634583082218,62.0,-0.02,0
1634583082418,62.2,-0.013,0
1634583082618,62.4,-0.003,0
1634583082818,62.6,0.006,0
1634583083018,62.8,0.01,0
1634583083218,63.0,0.01,0
1634583083418,63.2,0.008,0
1634583083618,63.4,0.006,0
1634583083818,63.6,0.006,0
1634583084018,63.8,0.007,0
1634583084218,64.0,0.009,0
1634583084418,64.2,0.013,0
1634583084618,64.4,0.019,0
1634583084818,64.6,0.027,0
1634583085018,64.8,0.031,0
1634583085218,65.0,0.028,0
1634583085418,65.2,0.017,0
1634583085618,65.4,0.003,0
1634583085818,65.6,-0.006,0
1634583086018,65.8,-0.005,0
1634583086218,66.0,0.005,0
1634583086418,66.2,0.017,0
1634583086618,66.4,0.025,0
1634583086818,66.6,0.026,0
1634583087018,66.8,0.021,0
1634583087218,67.0,0.014,0
1634583087418,67.2,0.008,0
1634583087618,67.4,0.002,0
1634583087818,67.6,-0.003,0
1634583088018,67.8,-0.005,0
1634583088218,68.0,-0.004,0
1634583088418,68.2,-0.0,0
1634583088618,68.4,0.004,0
1634583088818,68.6,0.008,0
1634583089018,68.8,0.01,0
1634583089218,69.0,0.011,0
1634583089418,69.2,0.012,0
1634583089618,69.4,0.012,0
1634583089818,69.6,0.01,0
1634583090018,69.8,0.004,0
1634583090218,70.0,-0.003,0
1634583090418,70.2,-0.013,0
1634583090618,70.4,-0.022,0
1634583090818,70.6,-0.03,0
1634583091018,70.8,-0.034,0
1634583091218,71.0,-0.034,0
1634583091418,71.2,-0.032,0
1634583091618,71.4,-0.027,0
1634583091818,71.6,-0.023,0
1634583092018,71.8,-0.02,0
1634583092218,72.0,-0.018,0
1634583092418,72.2,-0.015,0
1634583092618,72.4,-0.009,0
1634583092818,72.6,0.001,0
1634583093018,72.8,0.013,0
1634583093218,73.0,0.025,0
1634583093418,73.2,0.03,0
1634583093618,73.4,0.027,0
1634583093818,73.6,0.018,0
1634583094018,73.8,0.007,0
1634583094218,74.0,-0.001,0
1634583094418,74.2,-0.006,0
1634583094618,74.4,-0.007,0
1634583094818,74.6,-0.009,0
1634583095018,74.8,-0.012,0
1634583095218,75.0,-0.014,0
1634583095418,75.2,-0.013,0
1634583095618,75.4,-0.008,0
1634583095818,75.6,-0.001,0
1634583096018,75.8,0.003,0
1634583096218,76.0,0.0,0
1634583096418,76.2,-0.007,0
1634583096618,76.4,-0.016,0
1634583096818,76.6,-0.021,0
1634583097018,76.8,-0.02,0
1634583097218,77.0,-0.016,0
1634583097418,77.2,-0.011,0
1634583097618,77.4,-0.004,0
1634583097818,77.6,0.002,0
1634583098018,77.8,0.008,0
1634583098218,78.0,0.012,0
1634583098418,78.2,0.013,0
1634583098618,78.4,0.012,0
1634583098818,78.6,0.011,0
1634583099018,78.8,0.012,0
1634583099218,79.0,0.014,0
1634583099418,79.2,0.014,0
1634583099618,79.4,0.013,0
1634583099818,79.6,0.011,0
1634583100018,79.8,0.011,0
1634583100218,80.0,0.012,0
1634583100418,80.2,0.014,0
1634583100618,80.4,0.015,0
1634583100818,80.6,0.015,0
1634583101018,80.8,0.014,0
1634583101218,81.0,0.013,0
1634583101418,81.2,0.009,0
1634583101618,81.4,0.003,0
1634583101818,81.6,-0.003,0
1634583102018,81.8,-0.007,0
1634583102218,82.0,-0.005,0
1634583102418,82.2,0.0,0
1634583102618,82.4,0.007,0
1634583102818,82.6,0.01,0
1634583103018,82.8,0.007,0
1634583103218,83.0,-0.0,0
1634583103418,83.2,-0.011,0
1634583103618,83.4,-0.021,0
1634583103818,83.6,-0.027,0
1634583104018,83.8,-0.03,0
1634583104218,84.0,-0.029,0
1634583104418,84.2,-0.024,0
1634583104618,84.4,-0.017,0
1634583104818,84.6,-0.009,0
1634583105018,84.8,0.0,0
1634583105218,85.0,0.009,0
1634583105418,85.2,0.016,0
1634583105618,85.4,0.021,0
1634583105818,85.6,0.022,0
1634583106018,85.8,0.021,0
1634583106218,86.0,0.015,0
1634583106418,86.2,0.004,0
1634583106618,86.4,-0.01,0
1634583106818,86.6,-0.022,0
1634583107018,86.8,-0.028,0
1634583107218,87.0,-0.024,0
1634583107418,87.2,-0.009,0
1634583107618,87.4,0.014,0
1634583107818,87.6,0.036,0
1634583108018,87.8,0.049,0
1634583108218,88.0,0.049,0
1634583108418,88.2,0.036,0
1634583108618,88.4,0.015,0
1634583108818,88.6,-0.006,0
1634583109018,88.8,-0.023,0
1634583109218,89.0,-0.032,0
1634583109418,89.2,-0.033,0
1634583109618,89.4,-0.028,0
1634583109818,89.6,-0.02,0
1634583110018,89.8,-0.011,0
1634583110218,90.0,-0.003,0
1634583110418,90.2,0.002,0
1634583110618,90.4,0.005,0
1634583110818,90.6,0.008,0
1634583111018,90.8,0.009,0
1634583111218,91.0,0.009,0
1634583111418,91.2,0.006,0
1634583111618,91.4,-0.001,0
1634583111818,91.6,-0.008,0
1634583112018,91.8,-0.015,0
1634583112218,92.0,-0.018,0
1634583112418,92.2,-0.017,0
1634583112618,92.4,-0.013,0
1634583112818,92.6,-0.006,0
1634583113018,92.8,0.002,0
1634583113218,93.0,0.01,0
1634583113418,93.2,0.016,0
1634583113618,93.4,0.018,0
1634583113818,93.6,0.017,0
1634583114018,93.8,0.012,0
1634583114218,94.0,0.003,0
1634583114418,94.2,-0.009,0
1634583114618,94.4,-0.019,0
1634583114818,94.6,-0.025,0
1634583115018,94.8,-0.026,0
1634583115218,95.0,-0.023,0
1634583115418,95.2,-0.017,0
1634583115618,95.4,-0.011,0
1634583115818,95.6,-0.005,0
1634583116018,95.8,0.002,0
1634583116218,96.0,0.01,0
1634583116418,96.2,0.018,0
1634583116618,96.4,0.022,0
1634583116818,96.6,0.023,0
1634583117018,96.8,0.02,0
1634583117218,97.0,0.014,0
1634583117418,97.2,0.005,0
1634583117618,97.4,-0.005,0
1634583117818,97.6,-0.013,0
1634583118018,97.8,-0.019,0
1634583118218,98.0,-0.02,0
